Année,FINESS,Raison sociale,Commune,Statut Juridique,Région
2017,420782591,420782591 - CLINIQUE NOUVELLE DU FOREZ,MONTBRISON,Privé lucratif,84 - Auvergne-Rhône-Alpes
2017,420783102,420783102 - CENTRE DE POST-CURE LA MUSARDIÈRE,MONTBRISON,Privé lucratif,84 - Auvergne-Rhône-Alpes
2017,420784845,420784845 - ANNEXE BONVERT CH ROANNE,MABLY,Public,84 - Auvergne-Rhône-Alpes
2017,420785354,420785354 - HOPITAL NORD CHU42,SAINT-PRIEST-EN-JAREZ,Public,84 - Auvergne-Rhône-Alpes
2017,420786808,420786808 - ARTIC 42 AUTODIALYSE QUARTIER SOLEIL,SAINT-ETIENNE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2017,420787525,420787525 - ARTIC 42 AUTODIALYSE ROBESPIERRE,SAINT-ETIENNE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2017,420788440,420788440 - CLINIQUE DE SAINT VICTOR,SAINT-ETIENNE,Privé lucratif,84 - Auvergne-Rhône-Alpes
2017,420788689,420788689 - ARTIC 42 AUTODIALYSE SAVIGNEUX,SAVIGNEUX,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2017,420789067,420789067 - USLD CH MAURICE ANDRÉ,SAINT-GALMIER,Public,84 - Auvergne-Rhône-Alpes
2017,420789968,420789968 - ARTIC 42 UDM ENTRAINEMENT HAD DP,SAINT-PRIEST-EN-JAREZ,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2017,420790081,420790081 - KORIAN LE CLOS MONTAIGNE,MONTROND-LES-BAINS,Privé lucratif,84 - Auvergne-Rhône-Alpes
2017,420793697,420793697 - CLINIQUE ALMA SANTE,MONTROND-LES-BAINS,Privé lucratif,84 - Auvergne-Rhône-Alpes
2017,430000026,430000026 - CENTRE HOSPITALIER SAINTE-MARIE,LE PUY-EN-VELAY,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2017,430000109,430000109 - CLINIQUE BON SECOURS,LE PUY-EN-VELAY,Privé lucratif,84 - Auvergne-Rhône-Alpes
2017,430000117,430000117 - CENTRE HOSPITALIER LE PUY - EMILE ROUX,LE PUY-EN-VELAY,Public,84 - Auvergne-Rhône-Alpes
2017,430000141,430000141 - CENTRE SSR SAINT-JOSEPH,ROSIERES,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2017,430000158,430000158 - KORIAN BEAUREGARD,CHADRAC,Privé lucratif,84 - Auvergne-Rhône-Alpes
2017,430000166,430000166 - CENTRE SSR JALAVOUX,AIGUILHE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2017,430000182,430000182 - CENTRE DE SSR L'HORT DES MELLEYRINES,LE MONASTIER-SUR-GAZEILLE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2017,430000190,430000190 - CTRE HOSPITALIER DE SECTEUR DE BRIOUDE,BRIOUDE,Public,84 - Auvergne-Rhône-Alpes
2017,430000216,430000216 - CENTRE MEDICAL D'OUSSOULX,COUTEUGES,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2017,430000299,430000299 - CH CRAPONNE SUR ARZON,CRAPONNE-SUR-ARZON,Public,84 - Auvergne-Rhône-Alpes
2017,430000307,430000307 - CH -PIERRE GALLICE- LANGEAC,LANGEAC,Public,84 - Auvergne-Rhône-Alpes
2017,430000356,430000356 - CH D' YSSINGEAUX,YSSINGEAUX,Public,84 - Auvergne-Rhône-Alpes
2017,430003475,430003475 - CTRE DIALYSE & ENTRAINEMENT DIAL,MONISTROL-SUR-LOIRE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2017,430004309,430004309 - UNITE DE DIALYSE DE BRIOUDE,BRIOUDE,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2017,430004358,430004358 - UNITE DE DIALYSE DU PUY,LE PUY-EN-VELAY,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2017,430004408,430004408 - UNITE DE DIALYSE D'YSSINGEAUX,YSSINGEAUX,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2017,430007419,430007419 - SERVICE DE LONG SEJOUR,LE PUY-EN-VELAY,Privé non lucratif,84 - Auvergne-Rhône-Alpes
2017,430007450,430007450 - CLINIQUE KORIAN LE HAUT LIGNON,LE CHAMBON-SUR-LIGNON,Privé lucratif,84 - Auvergne-Rhône-Alpes
2017,440000016,440000016 - CENTRE HOSPITALIER DE SAINT- NAZAIRE,SAINT-NAZAIRE,Public,52 - Pays de la Loire
2017,440000024,440000024 - CENTRE HOSPITALIER DE MAUBREUIL,SAINT-HERBLAIN,Public,52 - Pays de la Loire
2017,440000180,440000180 - CHS BLAIN,BLAIN,Public,52 - Pays de la Loire
2017,440000255,440000255 - C.R.R.F. LA TOURMALINE,SAINT-HERBLAIN,Privé non lucratif,52 - Pays de la Loire
2017,440000271,440000271 - CHU DE NANTES :SITE HÔTEL-DIEU- HME,NANTES,Public,52 - Pays de la Loire
2017,440000396,440000396 - CENTRE HOSPITALIER ANCENIS,ANCENIS,Public,52 - Pays de la Loire
2017,440000404,440000404 - CLINIQUE STE-MARIE,CHATEAUBRIANT,Privé lucratif,52 - Pays de la Loire
2017,440000412,440000412 - CLINIQUE BRETECHE,NANTES,Privé lucratif,52 - Pays de la Loire
2017,440000453,440000453 - CHU DE NANTES :SITE HOPITAL BELLIER,NANTES,Public,52 - Pays de la Loire
2017,440000503,440000503 - CENTRE HOSPITALIER CHATEAUBRIANT,CHATEAUBRIANT,Public,52 - Pays de la Loire
2017,440000511,440000511 - CLINIQUE JEANNE D'ARC,NANTES,Privé lucratif,52 - Pays de la Loire
2017,440000552,440000552 - HOPITAL DU LOROUX- BOTTEREAU,LE LOROUX-BOTTEREAU,Public,52 - Pays de la Loire
2017,440000560,440000560 - CH LVO: SITE DE MACHECOUL,MACHECOUL,Public,52 - Pays de la Loire
2017,440000644,440000644 - HOPITAL LOCAL CORCOUE S/LOGNE,CORCOUE-SUR-LOGNE,Public,52 - Pays de la Loire
2017,440000651,440000651 - CLINIQUE SOURDILLE,NANTES,Privé lucratif,52 - Pays de la Loire
2017,440000677,440000677 - CENTRE HOSPITALIER NOZAY,NOZAY,Public,52 - Pays de la Loire
2017,440000693,440000693 - CENTRE SSR DE ST SÉBASTIEN/LOIRE-ESPIC,SAINT-SEBASTIEN-SUR-LOIRE,Privé non lucratif,52 - Pays de la Loire
2017,440000701,440000701 - ETABLISSEMENT DE SSR ROZ ARVOR,NANTES,Privé lucratif,52 - Pays de la Loire
2017,440000719,440000719 - CENTRE THERAPEUTIQUE DE LA BARONNAIS,BOUGUENAIS,Privé non lucratif,52 - Pays de la Loire
2017,440000800,440000800 - CLINIQUE DU PARC,NANTES,Privé lucratif,52 - Pays de la Loire
2017,440000883,440000883 - HOPITAL DE VERTOU,VERTOU,Public,52 - Pays de la Loire
2017,440001113,440001113 - ICO - SITE GAUDUCHEAU,SAINT-HERBLAIN,Privé non lucratif,52 - Pays de la Loire
2017,440001253,440001253 - HI DE LA PRESQU'ILE :SITE DE GUERANDE,GUERANDE,Public,52 - Pays de la Loire
2017,440001261,440001261 - HI DE LA PRESQU'ILE: SITE DU CROISIC,LE CROISIC,Public,52 - Pays de la Loire
2017,440001279,440001279 - HOPITAL DE PAIMBOEUF,PAIMBOEUF,Public,52 - Pays de la Loire
2017,440001287,440001287 - HOPITAL DE PORNIC LA CHAUSSEE,PORNIC,Public,52 - Pays de la Loire
2017,440001295,440001295 - CENTRE HOSPITALIER DE SAVENAY,SAVENAY,Public,52 - Pays de la Loire
2017,440001964,440001964 - HOPITAL LOCAL DE CLISSON,CLISSON,Public,52 - Pays de la Loire
2017,440001972,440001972 - CENTRE HOSPITALIER GEORGES DAUMEZON,BOUGUENAIS,Public,52 - Pays de la Loire
2017,440002020,440002020 - POLYCLINIQUE DE L'EUROPE,SAINT-NAZAIRE,Privé lucratif,52 - Pays de la Loire
2017,440002459,440002459 - CENTRE DE SSR LE BODIO,PONTCHATEAU,Privé non lucratif,52 - Pays de la Loire
2017,440002939,440002939 - USLD CHEVEUX BLANCS ORVAULT,ORVAULT,Privé non lucratif,52 - Pays de la Loire
2017,440003291,440003291 - CHU DE NANTES - SITE SAINT-JACQUES,NANTES,Public,52 - Pays de la Loire
2017,440003390,440003390 - CLINIQUE LA BRIERE,GUERANDE,Privé lucratif,52 - Pays de la Loire
2017,440005080,440005080 - ACTIVITÉS DE DIALYSE-MONTFORT,NANTES,Privé non lucratif,52 - Pays de la Loire
2017,440007482,440007482 - PSY'ACTIV,CARQUEFOU,Privé non lucratif,52 - Pays de la Loire
2017,440007607,440007607 - CH ST NAZAIRE - HEINLEX,SAINT-NAZAIRE,Public,52 - Pays de la Loire
2017,440012128,440012128 - HOPITAL A DOMICILE NANTES & REGION,NANTES,Privé non lucratif,52 - Pays de la Loire
2017,440017440,440017440 - HOPITAL A DOMICILE CH ST NAZAIRE,SAINT-NAZAIRE,Public,52 - Pays de la Loire
2017,440017598,440017598 - CHU DE NANTES : HOPITAL G. R. LAENNEC,SAINT-HERBLAIN,Public,52 - Pays de la Loire
2017,440018729,440018729 - LES APSYADES,BOUGUENAIS,Privé non lucratif,52 - Pays de la Loire
2017,440021202,440021202 - USLD CH LOIRE VENDEE OCEAN MACHECOUL,MACHECOUL,Public,52 - Pays de la Loire
2017,440021392,440021392 - HOP PSY ST-JACQUES - CHU NANTES,NANTES,Public,52 - Pays de la Loire
2017,440024669,440024669 - CENTRE -LE BOIS RIGNOUX-,VIGNEUX-DE-BRETAGNE,Privé non lucratif,52 - Pays de la Loire
2017,440024982,440024982 - CLINIQUE SAINT-AUGUSTIN,NANTES,Privé lucratif,52 - Pays de la Loire
2017,440027589,440027589 - AUTODIALYSE ET DIALYSE MEDICALISEE,CHATEAUBRIANT,Privé non lucratif,52 - Pays de la Loire
2017,440029338,440029338 - CLINIQUE J.VERNE- POLE HOSP MUTUALISTE,NANTES,Privé non lucratif,52 - Pays de la Loire
2017,440029379,440029379 - CLINIQUE JULES VERNE,NANTES,Privé lucratif,52 - Pays de la Loire
2017,440032399,440032399 - HOPITAL DE PORNIC USLD,PORNIC,Public,52 - Pays de la Loire
2017,440033819,440033819 - POLYCLINIQUE DE L'ATLANTIQUE,SAINT-HERBLAIN,Privé lucratif,52 - Pays de la Loire
2017,440036176,440036176 - CENTRE HEMODIALYSE AMBU-ST HERBLAIN,SAINT-HERBLAIN,Privé non lucratif,52 - Pays de la Loire
2017,440036218,440036218 - CENTRE AUTODIALYSE-ANCENIS,ANCENIS,Privé non lucratif,52 - Pays de la Loire
2017,440036473,440036473 - CENTRE AUTODIALYSE-BOUGUENAIS,BOUGUENAIS,Privé non lucratif,52 - Pays de la Loire
2017,440036499,440036499 - CENTRE D'HÉMODIALYSE -CONFLUENT,REZE,Privé non lucratif,52 - Pays de la Loire
2017,440039568,440039568 - STRUCTURE HEMODIALYSE-LA BAULE,LA BAULE-ESCOUBLAC,Privé non lucratif,52 - Pays de la Loire
2017,440041580,440041580 - L'HOPITAL PRIVE DU CONFLUENT,NANTES,Privé lucratif,52 - Pays de la Loire
2017,440042513,440042513 - CENTRE AUTODIALYSE-CARQUEFOU,CARQUEFOU,Privé non lucratif,52 - Pays de la Loire
2017,440043123,440043123 - E.S.E.A.N.,NANTES,Privé non lucratif,52 - Pays de la Loire
2017,440044451,440044451 - CENTRE DE SSR LE BEAUMANOIR,NANTES,Privé non lucratif,52 - Pays de la Loire
2017,440046944,440046944 - CENTRE DE SSR LE CONFLUENT,NANTES,Privé non lucratif,52 - Pays de la Loire
2017,440048676,440048676 - CENTRE DE SSR DU CONFLUENT,NANTES,Privé non lucratif,52 - Pays de la Loire
2017,440048700,440048700 - ICO: SITE SAINT- AUGUSTIN,NANTES,Privé non lucratif,52 - Pays de la Loire
2017,440048718,440048718 - CHIMIOTHÉRAPIE - SITE JULES VERNE,NANTES,Privé lucratif,52 - Pays de la Loire
2017,440050433,440050433 - CLINIQUE MUTUALISTE DE L'ESTUAIRE,SAINT-NAZAIRE,Privé non lucratif,52 - Pays de la Loire
2017,440050441,440050441 - UDM - POLE BIEN ETRE A ST NAZAIRE,SAINT-NAZAIRE,Privé non lucratif,52 - Pays de la Loire
2017,440050458,440050458 - MAISON BEAUSÉJOUR - SITE SSR,NANTES,Public,52 - Pays de la Loire
2017,440050466,440050466 - MAISON PIRMIL - SITE SSR,NANTES,Public,52 - Pays de la Loire
2017,440053007,440053007 - ANTENNE SMUR - SITE CH ANCENIS,ANCENIS,Public,52 - Pays de la Loire
2017,440053387,440053387 - CMPR COTE D'AMOUR,SAINT-NAZAIRE,Privé non lucratif,52 - Pays de la Loire
2017,450000047,450000047 - CH DEZARNAULDS - GIEN,GIEN,Public,24 - Centre-Val de Loire
2017,450000062,450000062 - CH AGGLOMERATION MONTARGOISE,AMILLY,Public,24 - Centre-Val de Loire
2017,450000070,450000070 - CH PITHIVIERS,PITHIVIERS,Public,24 - Centre-Val de Loire
2017,450000120,450000120 - CH LOUR PICOU - BEAUGENCY,BEAUGENCY,Public,24 - Centre-Val de Loire
2017,450000187,450000187 - CH PAUL CABANIS- BEAUNE-LA-ROLANDE,BEAUNE-LA-ROLANDE,Public,24 - Centre-Val de Loire
2017,450000211,450000211 - CH PIERRE LEBRUN- NEUVILLE-AUX-BOIS,NEUVILLE-AUX-BOIS,Public,24 - Centre-Val de Loire
2017,450000237,450000237 - CLINIQUE JEANNE D'ARC - GIEN,GIEN,Privé lucratif,24 - Centre-Val de Loire
2017,450000245,450000245 - CLINIQUE L'ARCHETTE,OLIVET,Privé lucratif,24 - Centre-Val de Loire
2017,450000252,450000252 - CLINIQUE BELLE ALLEE,CHAINGY,Privé lucratif,24 - Centre-Val de Loire
2017,450000260,450000260 - CH SULLY-SUR-LOIRE,SULLY-SUR-LOIRE,Public,24 - Centre-Val de Loire
2017,450000286,450000286 - MRC LES BUISSONNETS,OLIVET,Privé lucratif,24 - Centre-Val de Loire
2017,450000294,450000294 - CLINIQUE LA REINE BLANCHE,SARAN,Privé lucratif,24 - Centre-Val de Loire
2017,450000336,450000336 - CH SAINT JEAN DE BRIARE,BRIARE,Privé non lucratif,24 - Centre-Val de Loire
2017,450000526,450000526 - CMPR L'A.D.A.P.T. LOIRET,AMILLY,Privé non lucratif,24 - Centre-Val de Loire
2017,450000930,450000930 - CHD FLEURY LES AUBRAIS,FLEURY-LES-AUBRAIS,Public,24 - Centre-Val de Loire
2017,450002456,450002456 - CRF LE COTEAU-BEAUGENCY,BEAUGENCY,Privé non lucratif,24 - Centre-Val de Loire
2017,450002613,450002613 - CHR ORLÉANS - HÔPITAL DE LA SOURCE,ORLEANS,Public,24 - Centre-Val de Loire
2017,450010079,450010079 - POLYCLINIQUE LES LONGUES ALLEES,SARAN,Privé lucratif,24 - Centre-Val de Loire
2017,450010442,450010442 - CHR D'ORLEANS - SITE SARAN,SARAN,Public,24 - Centre-Val de Loire
2017,450010772,450010772 - A.T.I.R.R.O. AUTODIALYSE AMILLY,AMILLY,Privé non lucratif,24 - Centre-Val de Loire
2017,450011507,450011507 - AIDAPHI POLE INSERTION,SAINT-JEAN-DE-BRAYE,Privé non lucratif,24 - Centre-Val de Loire
2017,450011549,450011549 - A.T.I.R.R.O. AUTODIALYSE JEAN MOULIN,ORLEANS,Privé non lucratif,24 - Centre-Val de Loire
2017,450012935,450012935 - CENTRE D'HEMODIALYSE ARCHETTE,OLIVET,Privé lucratif,24 - Centre-Val de Loire
2017,450012968,450012968 - CLINIQUE DE MONTARGIS,MONTARGIS,Privé lucratif,24 - Centre-Val de Loire
2017,450013081,450013081 - MRC LA CIGOGNE,SARAN,Privé lucratif,24 - Centre-Val de Loire
2017,450013818,450013818 - CENTRE D'HEMODIALYSE JEANNE D'ARC,GIEN,Privé lucratif,24 - Centre-Val de Loire
2017,450014956,450014956 - MRC LES SABLONS,CHECY,Privé non lucratif,24 - Centre-Val de Loire
2017,450015144,450015144 - MRC DOMAINE DE LONGUEVE,FLEURY-LES-AUBRAIS,Privé lucratif,24 - Centre-Val de Loire
2017,450017694,450017694 - A.T.I.R.R.O. AUTODIALYSE GUIGNEGAULT,ORLEANS,Privé non lucratif,24 - Centre-Val de Loire
2017,450018395,450018395 - CTE AUTODIALYSE ARCHETTE-CH PITHIVIERS,PITHIVIERS,Privé lucratif,24 - Centre-Val de Loire
2017,450018460,450018460 - CENTRE DE NEPHROLOGIE AMILLY,AMILLY,Privé lucratif,24 - Centre-Val de Loire
2017,450018528,450018528 - ASSAD HAD DU LOIRET,SARAN,Privé non lucratif,24 - Centre-Val de Loire
2017,450018536,450018536 - HAD ORLEANS MONTARGIS OLIVET,OLIVET,Privé lucratif,24 - Centre-Val de Loire
2017,450018924,450018924 - CLINIQUE DU PONT DE GIEN,GIEN,Privé lucratif,24 - Centre-Val de Loire
2017,450019336,450019336 - CTRE RADIOTHÉRAPIE/ONCOLOGIE-BOURGOINS,AMILLY,Privé lucratif,24 - Centre-Val de Loire
2017,450019799,450019799 - CHAM - SITE LA CERISAIE,AMILLY,Public,24 - Centre-Val de Loire
2017,450020482,450020482 - COROM (RADIOTHE) SITE LONGUES ALLEES,SARAN,Privé lucratif,24 - Centre-Val de Loire
2017,450020698,450020698 - A.T.I.R.R.O. AUTODIALYSE BELLEGARDE,BELLEGARDE,Privé non lucratif,24 - Centre-Val de Loire
2017,460000045,460000045 - CH FIGEAC SITE MAQUISARDS,FIGEAC,Public,76 - Occitanie
2017,460000052,460000052 - CH ST JACQUES ST CERE,SAINT-CERE,Public,76 - Occitanie
2017,460000060,460000060 - CENTREREEDUC FONCTIONNELLE LA ROSERAIE,MONTFAUCON,Privé non lucratif,76 - Occitanie
2017,460000102,460000102 - CH JEAN COULON GOURDON,GOURDON,Public,76 - Occitanie
2017,460000110,460000110 - CH JEAN ROUGIER CAHORS,CAHORS,Public,76 - Occitanie
2017,460000227,460000227 - C.H.(EX H.L.) LOUIS CONTE GRAMAT,GRAMAT,Public,76 - Occitanie
2017,460004641,460004641 - AAIR UAD PRAYSSAC,PRAYSSAC,Privé non lucratif,76 - Occitanie
2017,460006075,460006075 - CLINIQUE FONT REDONDE,FIGEAC,Privé lucratif,76 - Occitanie
2017,460006083,460006083 - CSSR NOTRE DAME,BRETENOUX,Privé non lucratif,76 - Occitanie
2017,460006109,460006109 - CH FIGEAC SITE CLEMENCEAU,FIGEAC,Public,76 - Occitanie
2017,460006349,460006349 - SSR BEAUSEJOUR,MERCUES,Privé lucratif,76 - Occitanie
2017,460006398,460006398 - AAIR UDM FIGEAC,FIGEAC,Privé non lucratif,76 - Occitanie
2017,460780042,460780042 - CLINIQUE DU QUERCY BELLEVUE,CAHORS,Privé lucratif,76 - Occitanie
2017,460785090,460785090 - INSTITUT CAMILLE MIRET,LEYME,Privé non lucratif,76 - Occitanie
2017,460785595,460785595 - USLD CH CAHORS,CAHORS,Public,76 - Occitanie
2017,460785900,460785900 - CLINIQUE LE RELAIS CAILLAC,CAILLAC,Privé lucratif,76 - Occitanie
2017,460786346,460786346 - AAIR UAD CAHORS,CAHORS,Privé non lucratif,76 - Occitanie
2017,460786353,460786353 - AAIR UAD FIGEAC,FIGEAC,Privé non lucratif,76 - Occitanie
2017,460786478,460786478 - AAIR UAD MONTFAUCON,MONTFAUCON,Privé non lucratif,76 - Occitanie
2017,470000027,470000027 - CLINIQUE ESQUIROL-SAINT-HILAIRE,AGEN,Privé lucratif,75 - Nouvelle-Aquitaine
2017,470000159,470000159 - CLINIQUE CALABET,AGEN,Privé lucratif,75 - Nouvelle-Aquitaine
2017,470000175,470000175 - CENTRE DELESTRAINT FABIEN,PENNE-D'AGENAIS,Privé non lucratif,75 - Nouvelle-Aquitaine
2017,470000308,470000308 - CENTRE MEDECINE PHYS READAPT VIRAZEIL,VIRAZEIL,Privé non lucratif,75 - Nouvelle-Aquitaine
2017,470000423,470000423 - CH AGEN NERAC - HOPITAL SAINT-ESPRIT,AGEN,Public,75 - Nouvelle-Aquitaine
2017,470000431,470000431 - CENTRE HOSPITALIER DE VILLENEUVE,VILLENEUVE-SUR-LOT,Public,75 - Nouvelle-Aquitaine
2017,470000480,470000480 - CENTRE HOSPITALIER DE MARMANDE - CHIC,MARMANDE,Public,75 - Nouvelle-Aquitaine
2017,470000522,470000522 - CH AGEN NERAC - SITE DE NERAC,NERAC,Public,75 - Nouvelle-Aquitaine
2017,470000530,470000530 - HOPITAL LOCAL DE CASTELJALOUX,CASTELJALOUX,Public,75 - Nouvelle-Aquitaine
2017,470000548,470000548 - HOPITAL LOCAL PENNE AGENAIS,PENNE-D'AGENAIS,Public,75 - Nouvelle-Aquitaine
2017,470000555,470000555 - CENTRE HOSPITALIER TONNEINS,TONNEINS,Public,75 - Nouvelle-Aquitaine
2017,470000563,470000563 - CH DEPARTEMENTAL DE LA CANDELIE,PONT-DU-CASSE,Public,75 - Nouvelle-Aquitaine
2017,470000571,470000571 - CENTRE HOSPITALIER DE FUMEL,FUMEL,Public,75 - Nouvelle-Aquitaine
2017,470001868,470001868 - ANTENNE AUTODIALYSE AURAD PONT DU CASS,PONT-DU-CASSE,Privé non lucratif,75 - Nouvelle-Aquitaine
2017,470002262,470002262 - ANTENNE AUTODIALYSE AURAD BOE,BOE,Privé non lucratif,75 - Nouvelle-Aquitaine
2017,470002320,470002320 - ANTENNE AUTODIALYSE AURAD MARMANDE,MARMANDE,Privé non lucratif,75 - Nouvelle-Aquitaine
2017,470002346,470002346 - ANTENNE AUTODIALYSE AURAD CASTELJALOUX,CASTELJALOUX,Privé non lucratif,75 - Nouvelle-Aquitaine
2017,470002361,470002361 - ANTENNE AUTODIALYSE AURAD STE LIVRADE,SAINTE-LIVRADE-SUR-LOT,Privé non lucratif,75 - Nouvelle-Aquitaine
2017,470002387,470002387 - ANTENNE AUTODIALYSE AURAD TONNEINS,TONNEINS,Privé non lucratif,75 - Nouvelle-Aquitaine
2017,470002403,470002403 - ANTENNE AUTODIALYSE AURAD FUMEL,FUMEL,Privé non lucratif,75 - Nouvelle-Aquitaine
2017,470002411,470002411 - ANTENNE AUTODIALYSE AURAD NERAC,NERAC,Privé non lucratif,75 - Nouvelle-Aquitaine
2017,470002627,470002627 - MECS TEMPORAIRE SPECIALISEE-STE BAZEIL,SAINTE-BAZEILLE,Privé non lucratif,75 - Nouvelle-Aquitaine
2017,470003062,470003062 - MECS TEMPORAIRE DE PUJOLS -,PUJOLS,Privé non lucratif,75 - Nouvelle-Aquitaine
2017,470008780,470008780 - EHPAD-USLD DE POMPEYRIE CH AGEN NERAC,AGEN,Public,75 - Nouvelle-Aquitaine
2017,470009143,470009143 - ASSOCIATION SOLINCITE,ESCASSEFORT,Privé non lucratif,75 - Nouvelle-Aquitaine
2017,470009358,470009358 - HOSPITALISATION A DOMICILE 47,BOE,Privé non lucratif,75 - Nouvelle-Aquitaine
2017,470010349,470010349 - CENTRE DE RADIOTHÉRAPIE ET D'ONCOLOGIE,AGEN,Privé lucratif,75 - Nouvelle-Aquitaine
2017,470010364,470010364 - CLINIQUE LA PALOUMERE,CAUBEYRES,Privé lucratif,75 - Nouvelle-Aquitaine
2017,470012931,470012931 - EHPAD - USLD ALZHEIMER CHIC TONNEINS,TONNEINS,Public,75 - Nouvelle-Aquitaine
2017,470013558,470013558 - ANTENNE AUTODIALYSE AURAD VILLENEUVE,VILLENEUVE-SUR-LOT,Privé non lucratif,75 - Nouvelle-Aquitaine
2017,470016049,470016049 - POLE DE SANTE DU VILLENEUVOIS,VILLENEUVE-SUR-LOT,Privé non lucratif,75 - Nouvelle-Aquitaine
2017,470016205,470016205 - CH AGEN NERAC - ANTENNE SMUR DE NERAC,NERAC,Public,75 - Nouvelle-Aquitaine
2017,480000017,480000017 - HOPITAL LOZERE SITE VALLEE DU LOT,MENDE,Public,76 - Occitanie
2017,480000033,480000033 - CH FANNY RAMADIER,SAINT-CHELY-D'APCHER,Public,76 - Occitanie
2017,480000041,480000041 - CH DE FLORAC,FLORAC,Public,76 - Occitanie
2017,480000058,480000058 - CHS FRANCOIS TOSQUELLES,SAINT-ALBAN-SUR-LIMAGNOLE,Public,76 - Occitanie
2017,480000066,480000066 - CH ST JACQUES MARVEJOLS,MARVEJOLS,Public,76 - Occitanie
2017,480000074,480000074 - CH LANGOGNE,LANGOGNE,Public,76 - Occitanie
2017,480000793,480000793 - SSR SPECIALISE EN PNEUMOLOGIE ANTRENAS,ANTRENAS,Privé non lucratif,76 - Occitanie
2017,480000835,480000835 - CENTRE POSTCURE ALCOOLIQUE STE MARIE,LA CANOURGUE,Public,76 - Occitanie
2017,480001403,480001403 - AIDER SANTE UAD UDM HOPITAL LOZERE,MENDE,Privé non lucratif,76 - Occitanie
2017,480001783,480001783 - AIDER SANTE UAD UDM HOPITAL LOZERE,MARVEJOLS,Privé non lucratif,76 - Occitanie
2017,480001825,480001825 - HAD LOZERE,MENDE,Privé lucratif,76 - Occitanie
2017,480002948,480002948 - HOPITAL LOZERE SITE GEVAUDAN,MARVEJOLS,Public,76 - Occitanie
2017,480780212,480780212 - CENTRE POST CURE LE BOY,LANUEJOLS,Privé non lucratif,76 - Occitanie
2017,480780287,480780287 - MAISON DE REPOS LES TILLEULS,MARVEJOLS,Privé non lucratif,76 - Occitanie
2017,480780543,480780543 - SSR PEDIATRIQUE LES ECUREUILS,ANTRENAS,Privé non lucratif,76 - Occitanie
2017,480783034,480783034 - CRF DE MONTRODAT,MONTRODAT,Privé non lucratif,76 - Occitanie
2017,490000049,490000049 - CHU D' ANGERS :SITE LARREY,ANGERS,Public,52 - Pays de la Loire
2017,490000106,490000106 - CESAME STE GEMMES SUR LOIRE,SAINTE-GEMMES-SUR-LOIRE,Public,52 - Pays de la Loire
2017,490000155,490000155 - ICO - SITE PAUL PAPIN,ANGERS,Privé non lucratif,52 - Pays de la Loire
2017,490000239,490000239 - HI BAUGEOIS VALLÉE:SITE DE BAUGÉ,BAUGE-EN-ANJOU,Public,52 - Pays de la Loire
2017,490000247,490000247 - CLINIQUE SAINT-DIDIER,AVRILLE,Privé lucratif,52 - Pays de la Loire
2017,490000254,490000254 - HI BAUGEOIS VALLÉE: SITE DE BEAUFORT,BEAUFORT-EN-VALLEE,Public,52 - Pays de la Loire
2017,490000262,490000262 - CLINIQUE SAINT JOSEPH,TRELAZE,Privé lucratif,52 - Pays de la Loire
2017,490000296,490000296 - HOPITAL LOCAL DE CANDE,CANDE,Public,52 - Pays de la Loire
2017,490000312,490000312 - HAD D'ANGERS ET SA RÉGION,SAINTE-GEMMES-SUR-LOIRE,Privé lucratif,52 - Pays de la Loire
2017,490000320,490000320 - HOPITAL CORNICHE ANGEVINE À CHALONNES,CHALONNES-SUR-LOIRE,Public,52 - Pays de la Loire
2017,490000338,490000338 - HOPITAL LOCAL DOUE LA FONTAINE,DOUE-LA-FONTAINE,Public,52 - Pays de la Loire
2017,490000353,490000353 - CENTRE HOSPITALIER DE LONGUÉ,LONGUE-JUMELLES,Public,52 - Pays de la Loire
2017,490000494,490000494 - CH LAYON-AUBANCE MARTIGNE BRIAND,MARTIGNE-BRIAND,Public,52 - Pays de la Loire
2017,490000569,490000569 - CENTRE HOSPITALIER POUANCE,POUANCE,Public,52 - Pays de la Loire
2017,490000601,490000601 - MAISON DE CONVALESCENCE LES RECOLLETS,DOUE-LA-FONTAINE,Privé non lucratif,52 - Pays de la Loire
2017,490000635,490000635 - CENTRE HOSPITALIER DE CHOLET,CHOLET,Public,52 - Pays de la Loire
2017,490000643,490000643 - CENTRE SSR DU CHILLON,LE LOUROUX-BECONNAIS,Privé non lucratif,52 - Pays de la Loire
2017,490000650,490000650 - HOPITAL LOCAL INTERCOMMUNAL LYS HYROME,CHEMILLE-MELAY,Public,52 - Pays de la Loire
